Readout,Group,Condition,Compartment,n_pairs,median_Prolif,median_NonProlif,median_diff_pp,wilcox_stat,p_value,effect_rbc,p_adj
PD-1,Mothers Dx,DosR,CD8,3,24.076171042212348,5.96457437661221,18.16962473831739,5,0.42267807417063546,0.16666666666666663,0.5434432382193884
PD-1,Mothers Dx,DosR,gdTCR,3,40.980987656590344,5.558007498057934,35.42298015853241,6,0.1814492077214203,0,0.2969168853623242
PD-1,Mothers Dx,E6C10,CD4,3,14.666831145103327,15.741279693109721,-1.872202186055759,1,0.42267807417063546,0.8333333333333334,0.5434432382193884
PD-1,Mothers Dx,E6C10,CD8,3,5.1130903293199195,5.693470790378007,-0.48914680780588427,1,0.42267807417063546,0.8333333333333334,0.5434432382193884
PD-1,Mothers Dx,E6C10,gdTCR,3,20.711737195729178,7.887034864703295,12.824702331025883,6,0.1814492077214203,0,0.2969168853623242
PD-1,Mothers Dx,GAG,CD4,3,9.668083572230202,9.865371503843928,-0.19728793161372593,2,0.7892680261342813,0.6666666666666667,0.8879265294010664
PD-1,Mothers Dx,GAG,CD8,3,23.269722814498937,4.030602486452024,18.44541124692713,6,0.1814492077214203,0,0.2969168853623242
PD-1,Mothers Dx,GAG,gdTCR,3,15.576002165958352,4.541210670186396,5.8777285435775735,6,0.1814492077214203,0,0.2969168853623242
PD-1,Mothers Entry,BCG,CD4,15,5.91007147737084,16.91700835773984,-6.237567056888089,30,0.09383863903411001,0.75,0.1987171179545859
PD-1,Mothers Entry,BCG,CD8,15,3.6768000764861988,10.999999999999998,-7.551842836868667,23,0.038166631333562746,0.8083333333333333,0.09570490483824687
PD-1,Mothers Entry,BCG,gdTCR,15,4.876871825044959,7.970473758800645,-3.617116969006058,21,0.028767860597467602,0.825,0.07966484473144875
PD-1,Mothers Entry,DosR,CD4,26,30.25172389720319,18.963902677279876,14.047747778466887,282,0.007098543153620734,0.19658119658119655,0.02323159577548604
PD-1,Mothers Entry,DosR,CD8,26,10.704608479427518,12.82534922928339,0.6585570032013757,201,0.5254613963308261,0.4273504273504274,0.6522969057899911
PD-1,Mothers Entry,DosR,gdTCR,26,24.75498430585558,7.049406176796535,16.299506328841407,343,2.2206829165948833e-5,0.022792022792022748,1.33240974995693e-4
PD-1,Mothers Entry,E6C10,CD4,28,18.20814580108429,15.853705874007764,2.3773410496442438,252,0.26941357538658506,0.3793103448275862,0.4216908136485679
PD-1,Mothers Entry,E6C10,CD8,28,8.312829222522492,9.686437771863272,-0.3424957977262002,193,0.8287316778216198,0.5246305418719213,0.9040709212599488
PD-1,Mothers Entry,E6C10,gdTCR,28,17.090525046337603,6.973946603544533,7.6890820403721465,349,9.22211128804291e-4,0.14039408866995073,0.004149950079619309
PD-1,Mothers Entry,GAG,CD4,21,13.01179205157178,14.499115007338844,-2.216420973628722,124,0.7809653797270136,0.4632034632034632,0.8879265294010664
PD-1,Mothers Entry,GAG,CD8,21,21.101318158992708,8.527673610868456,13.8,198,0.004370173456024446,0.1428571428571429,0.015732624441688006
PD-1,Mothers Entry,GAG,gdTCR,21,20.544269939279044,5.639999999999999,13.709999999999999,209,0.0012272869509933075,0.09523809523809523,0.00490914780397323
TNFa,Infants 12wks,BCG,CD4,35,94.7,35.87461674946772,54.061279758427546,630,2.587691416709574e-7,0,2.3511074560460097e-6
TNFa,Infants 12wks,BCG,CD8,35,55.3,13.173004643259944,33.25474754978998,626,3.662265114257507e-7,0.006349206349206327,2.3511074560460097e-6
TNFa,Infants 12wks,BCG,gdTCR,35,72.2245283018868,23.900000000000002,44.46144573445439,629,2.823521433723432e-7,0.0015873015873015817,2.3511074560460097e-6
TNFa,Infants 12wks,DosR,CD4,34,87.17043727916825,30.653306309670292,56.62536077820947,595,3.8191520023814874e-7,0,2.3511074560460097e-6
TNFa,Infants 12wks,DosR,CD8,34,47,13.752797731244288,34.64863610190014,595,3.8191520023814874e-7,0,2.3511074560460097e-6
TNFa,Infants 12wks,DosR,gdTCR,34,67.70091805178993,18.898317762300707,42.06191022520825,586,8.484214120565821e-7,0.015126050420168013,3.817896354254619e-6
TNFa,Infants 44wks,BCG,CD4,34,94.41081576155135,40.481455962269685,51.96959506298136,594,4.1800829845587545e-7,0.001680672268907557,2.3511074560460097e-6
TNFa,Infants 44wks,BCG,CD8,34,44.55,20.054455274494707,21.8138381765357,555,1.1138404851153218e-5,0.0672268907563025,2.8641612474393992e-5
TNFa,Infants 44wks,BCG,gdTCR,34,77.40000291384584,27.164509527696175,47.04865978795341,593,4.5715978312005745e-7,0.003361344537815114,2.3511074560460097e-6
TNFa,Infants 44wks,DosR,CD4,32,89.61552899518284,36.39345544168988,53.605695587101515,523,1.3403471167619662e-6,0.009469696969697017,4.825249620343079e-6
TNFa,Infants 44wks,DosR,CD8,32,47.6,20.3160818443213,22.501533553391052,518,2.1352713300359084e-6,0.018939393939393923,6.988160716481155e-6
TNFa,Infants 44wks,DosR,gdTCR,32,70.79403955848582,28.92006405433016,28.993755654974052,501,9.76560656042183e-6,0.051136363636363646,2.704321816732199e-5
TNFa,Mothers Dx,BCG,CD4,3,98.39589334055225,68.37666339768187,29.278694803055927,6,0.1814492077214203,0,0.22524729234383212
TNFa,Mothers Dx,BCG,CD8,3,66.8,56.39984847209361,7.598360002705768,5,0.42267807417063546,0.16666666666666663,0.4611033536406932
TNFa,Mothers Dx,BCG,gdTCR,3,83.99270516717327,74.02523422860713,13.299714336404676,6,0.1814492077214203,0,0.22524729234383212
TNFa,Mothers Dx,DosR,CD4,6,89.27337987337475,72.96942904144768,21.064197563686754,21,0.036031686218233556,0,0.06176860494554324
TNFa,Mothers Dx,DosR,CD8,6,35.849999999999994,57.72135070903663,-13.23821388376479,6,0.40167816646977295,0.7142857142857143,0.4518879372784946
TNFa,Mothers Dx,DosR,gdTCR,6,85.86691659319142,75.94040141785737,3.116974751194384,14,0.5293681061847979,0.33333333333333337,0.5605074065486095
TNFa,Mothers Dx,E6C10,CD4,6,94.21163455418389,71.07889909351346,22.3705695535607,21,0.036031686218233556,0,0.06176860494554324
TNFa,Mothers Dx,E6C10,CD8,6,75.25,59.16296663837581,13.62785958675936,17,0.20841280368414858,0.19047619047619047,0.2500953644209783
TNFa,Mothers Dx,E6C10,gdTCR,6,89.3219300406779,77.31760078991468,8.67526883901106,20,0.05917206782585943,0.04761904761904767,0.08520777766923758
TNFa,Mothers Dx,GAG,CD4,5,91.87730174507372,72.8241720230962,16.79749868572594,15,0.059058229090536735,0,0.08520777766923758
TNFa,Mothers Dx,GAG,CD8,5,46.3,59.59373411600657,-4.193764458191453,5,0.589638551626567,0.6666666666666667,0.589638551626567
TNFa,Mothers Dx,GAG,gdTCR,5,81.47482820594144,74.76534851515618,4.52822476533872,10,0.589638551626567,0.33333333333333337,0.589638551626567
TNFa,Mothers Entry,BCG,CD4,18,94.61212529224207,67.96739390567218,24.728373746580424,171,2.1409202584601812e-4,0,4.817070581535408e-4
TNFa,Mothers Entry,BCG,CD8,18,63.150000000000006,57.2805299982623,5.550837286572346,122,0.11692482615979381,0.2865497076023392,0.16189591314432988
TNFa,Mothers Entry,BCG,gdTCR,18,82.86841654968194,61.22699017143546,8.12401235583128,168,3.5544554613709e-4,0.01754385964912286,7.527082153491318e-4
TNFa,Mothers Entry,DosR,CD4,29,92.94293207357103,68.3975320810266,22.195129253030828,435,2.7023691404779837e-6,0,8.107107421433951e-6
TNFa,Mothers Entry,DosR,CD8,29,64.3,61.870008323906674,4.987310866574973,273,0.2343310510500185,0.37241379310344824,0.27212638186453764
TNFa,Mothers Entry,DosR,gdTCR,29,87.1673952674043,76.24389005343804,6.907599752337958,354,0.0032741300664306246,0.18620689655172418,0.006548260132861249
TNFa,Mothers Entry,E6C10,CD4,31,93.77504352872896,65.91499969338321,21.09409622529043,496,1.2337131658718613e-6,0,4.825249620343079e-6
TNFa,Mothers Entry,E6C10,CD8,31,65.2,59.05271897709212,7.701169916434537,349,0.04890112031182326,0.2963709677419355,0.0800200150557108
TNFa,Mothers Entry,E6C10,gdTCR,31,81.7151232511659,71.17992736876857,2.3769551455419986,319,0.16710794124252956,0.3568548387096774,0.22281058832337275
TNFa,Mothers Entry,GAG,CD4,24,88.96048444147743,64.48317280477444,19.323786148238547,300,1.94224739173131e-5,0,4.661393740155144e-5
TNFa,Mothers Entry,GAG,CD8,24,48.099999999999994,61.0745795992571,-7.965759818630392,71,0.024906028185705573,0.7633333333333333,0.04719036919396845
TNFa,Mothers Entry,GAG,gdTCR,24,62.24675533626516,67.59070348514942,-8.605834339789936,82,0.0537840888623983,0.7266666666666667,0.08418379126288429
